AreaName,PostalStreetName,Location,UnitNumber,ComponentDescription,ColumnName,Network,Northing,Easting
LUCAN-ESKER,Foxborough Lane,Front,1,55W SOXE,Octagonal,UnderGround,233325.172,305101.382
LUCAN-ESKER,Foxborough Lane,Front,2,55W SOXE,Octagonal,UnderGround,233335.113,305081.619
LUCAN-ESKER,Foxborough Lane,Cul De Sac,3,55W SOXE,Octagonal,UnderGround,233362.806,305039.123
FIRHOUSE-KNOCKLYON,Knockaire,Front,19,55W SOXE,Octagonal,UnderGround,227235.626,312491.31
CLONDALKIN-ROWLAGH,St. Marks Avenue,Main Road,1,90W SOX,Octagonal,UnderGround,234113.761,306709.01
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,2,90W SOX,Octagonal,UnderGround,234110.371,306673.988
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,3,90W SOX,Octagonal,UnderGround,234102.18,306639.254
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,4,90W SOX,Octagonal,UnderGround,234094.279,306607.63
CLONDALKIN-ROWLAGH,St. Marks Avenue,T-Junction,5,100 W SON stnd gear,Octagonal,UnderGround,234096.539,306581.367
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,6,100 W SON stnd gear,Octagonal,UnderGround,234083.548,306561.604
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,7,250W SON,Octagonal,UnderGround,234080.437,306533.642
CLONDALKIN-ROWLAGH,St. Marks Avenue,Open Space,8,90W SOX,Octagonal,UnderGround,234077.617,306500.607
CLONDALKIN-ROWLAGH,St. Marks Avenue,Open Space,9,90W SOX,Octagonal,UnderGround,234074.506,306470.394
CLONDALKIN-ROWLAGH,St. Marks Avenue,Open Space,10,90W SOX,Octagonal,UnderGround,234070.556,306433.961
CLONDALKIN-ROWLAGH,St. Marks Avenue,Open Space,11,90W SOX,Octagonal,UnderGround,234067.166,306403.186
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,12,90W SOX,Octagonal,UnderGround,234060.955,306368.733
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,13,90W SOX,Octagonal,UnderGround,234054.454,306340.771
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,14,90W SOX,Octagonal,UnderGround,234048.814,306315.077
CLONDALKIN-ROWLAGH,St. Marks Avenue,Corner,15,90W SOX,Octagonal,UnderGround,234046.273,306284.863
CLONDALKIN-ROWLAGH,St. Marks Avenue,Side,16,90W SOX,Octagonal,UnderGround,234021.331,306297.393
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,17,90W SOX,Octagonal,UnderGround,233995.668,306303.62
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,18,90W SOX,Octagonal,UnderGround,233969.455,306310.219
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,19,90W SOX,Octagonal,UnderGround,233940.961,306317.576
CLONDALKIN-ROWLAGH,St. Marks Avenue,Opposite,20,90W SOX,Octagonal,UnderGround,233897.007,306320.406
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,21,90W SOX,Octagonal,UnderGround,233871.924,306342.288
CLONDALKIN-ROWLAGH,St. Marks Avenue,T-Junction,22,90W SOX,Octagonal,UnderGround,233836.27,306350.405
CLONDALKIN-ROWLAGH,St. Marks Avenue,Side,23,90W SOX,Octagonal,UnderGround,233818.348,306377.946
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,24,90W SOX,Octagonal,UnderGround,233794.575,306401.149
CLONDALKIN-ROWLAGH,St. Marks Avenue,Opposite,25,90W SOX,Octagonal,UnderGround,233766.652,306416.243
CLONDALKIN-ROWLAGH,St. Marks Avenue,Front,26,90W SOX,Octagonal,UnderGround,233757.031,306443.595
CLONDALKIN-ROWLAGH,St. Marks Avenue,T-Junction,27,90W SOX,Tubular Steel,UnderGround,233736.098,306457.18
CLONDALKIN-ROWLAGH,St. Marks Avenue,Open Space,28,90W SOX,Octagonal,UnderGround,233724.397,306481.323
CLONDALKIN-ROWLAGH,St. Marks Avenue,Open Sapce,29,90W SOX,Octagonal,UnderGround,233715.156,306509.243
CLONDALKIN-ROWLAGH,St. Marks Avenue,T-Junct,30,90W SOX,Octagonal,UnderGround,233717.166,306542.459
CLONDALKIN-ROWLAGH,St. Marks Avenue,Main Road,31,90W SOX,Octagonal,UnderGround,233702.205,306569.209
CLONDALKIN-ROWLAGH,St. Marks Avenue,Main Road,32,90W SOX,Octagonal,UnderGround,233703.885,306600.643
CLONDALKIN-ROWLAGH,St. Marks Avenue,Main Road,33,90W SOX,Octagonal,UnderGround,233688.733,306628.333
CLONDALKIN-ROWLAGH,St. Marks Avenue,Main Road,34,90W SOX,Octagonal,UnderGround,233690.413,306659.396
CLONDALKIN-ROWLAGH,St. Marks Avenue,R/Bout,35,90W SOX,Octagonal,UnderGround,233672.821,306682.78
CLONDALKIN-ROWLAGH,St. Marks Drive,Junction,1,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,234077.367,306588.155
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,2,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,234049.064,306579.659
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,3,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,234022.071,306590.11
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,4,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233983.756,306599.472
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,5,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233964.164,306623.202
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,6,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233938.041,306628.861
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,7,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233907.568,306659.561
CLONDALKIN-ROWLAGH,St. Marks Drive,Side,8,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233884.055,306673.93
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,9,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233848.571,306679.151
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,10,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233817.878,306684.38
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,11,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233792.195,306684.158
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,12,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233752.35,306681.329
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,13,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Octagonal,UnderGround,233722.747,306677.633
CLONDALKIN-ROWLAGH,St. Marks Drive,Corner,14,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233699.014,306671.315
CLONDALKIN-ROWLAGH,St. Marks Drive,Side,15,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233711.866,306649.111
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,16,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233717.736,306624.728
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,17,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233724.707,306588.584
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,18,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233729.498,306569.86
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,19,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233743.209,306564.202
CLONDALKIN-ROWLAGH,St. Marks Drive,Front,20,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233770.202,306558.106
CLONDALKIN-ROWLAGH,St. Marks Drive,Side,21,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233798.935,306545.915
CLONDALKIN-ROWLAGH,St. Marks Green,Junction,1,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,234009.329,306573.399
CLONDALKIN-ROWLAGH,St. Marks Green,Front,2,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233995.878,306548.522
CLONDALKIN-ROWLAGH,St. Marks Green,Front,3,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233983.166,306524.016
CLONDALKIN-ROWLAGH,St. Marks Green,Front,4,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233965.654,306491.402
CLONDALKIN-ROWLAGH,St. Marks Green,Front,5,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233951.473,306464.867
CLONDALKIN-ROWLAGH,St. Marks Green,Front,6,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,234033.102,306509.639
CLONDALKIN-ROWLAGH,St. Marks Crescent,Front,12,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233982.876,306367.33
CLONDALKIN-ROWLAGH,St. Marks Crescent,Front,14,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233985.186,306389.617
CLONDALKIN-ROWLAGH,St. Marks Crescent,Front,13,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,234020.54,306358.62
CLONDALKIN-ROWLAGH,St. Marks Crescent,Cul-de-Sac,15,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233987.747,306418.058
CLONDALKIN-ROWLAGH,St. Marks Crescent,Pathway,16,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233941.892,306409.603
CLONDALKIN-ROWLAGH,St. Marks Crescent,T-Junction,17,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233879.765,306419.336
CLONDALKIN-ROWLAGH,St. Marks Crescent,Front,18,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233882.575,306497.861
CLONDALKIN-ROWLAGH,St. Marks Crescent,Front,19,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233915.249,306551.533
CLONDALKIN-ROWLAGH,St. Marks Gardens,Junction,1,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233754.11,306464.884
CLONDALKIN-ROWLAGH,St. Marks Gardens,Front,2,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233774.943,306480.506
CLONDALKIN-ROWLAGH,St. Marks Gardens,Front,3,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233802.066,306506.975
CLONDALKIN-ROWLAGH,St. Marks Gardens,Front,4,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233824.848,306537.568
CLONDALKIN-ROWLAGH,St. Marks Gardens,Front,5,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233856.312,306588.774
CLONDALKIN-ROWLAGH,St. Marks Gardens,Front,6,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233880.175,306645.844
CLONDALKIN-ROWLAGH,St. Marks Gardens,Front,7,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233861.302,306614.814
CLONDALKIN-ROWLAGH,St. Marks Gardens,Side,8,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233844.811,306607.869
CLONDALKIN-ROWLAGH,St. Marks Gardens,Front,9,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233812.477,306619.153
CLONDALKIN-ROWLAGH,St. Marks Gardens,Cul-de-Sac,10,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233779.773,306650.29
CLONDALKIN-ROWLAGH,St. Marks Gardens,Front,11,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233782.414,306626.106
CLONDALKIN-ROWLAGH,St. Marks Gardens,Front,12,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233831.439,306565.423
CLONDALKIN-ROWLAGH,St. Marks Grove,Front,1,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233920.329,306296.221
CLONDALKIN-ROWLAGH,St. Marks Grove,Front,2,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233909.888,306255.681
CLONDALKIN-ROWLAGH,St. Marks Grove,Front,3,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233896.876,306229.113
CLONDALKIN-ROWLAGH,St. Marks Grove,Front,4,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233870.444,306199.831
CLONDALKIN-ROWLAGH,St. Marks Grove,Front,5,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233895.656,306194.272
CLONDALKIN-ROWLAGH,St. Marks Grove,Front,6,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233927.78,306188.176
CLONDALKIN-ROWLAGH,St. Marks Grove,Front,7,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233963.294,306195.088
CLONDALKIN-ROWLAGH,St. Marks Grove,Side,8,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233992.307,306200.648
CLONDALKIN-ROWLAGH,St. Marks Grove,Corner,9,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,234030.532,306202.949
CLONDALKIN-ROWLAGH,St. Marks Grove,Front,10,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,234028.231,306225.451
CLONDALKIN-ROWLAGH,St. Marks Grove,Corner,11,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,234032.972,306255.953
CLONDALKIN-ROWLAGH,St. Marks Grove,Front,12,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233993.797,306256.77
CLONDALKIN-ROWLAGH,St. Marks Grove,Front,13,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233964.514,306263.55
CLONDALKIN-ROWLAGH,St. Marks Grove,Side,14,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,233931.03,306271.27
FIRHOUSE VILLAGE,Ballycullen Drive,M.Road,9,135W SOX,Octagonal,UnderGround,226345.306,310523.105
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,27,55W SOX,Octagonal,UnderGround,228574.897,314707.056
TALLAGHT-OLDBAWN,Ard Macha,Side,1,55W SOXE,Raising/Lowering,UnderGround,226414.9,308934.41
TALLAGHT-OLDBAWN,Ard Macha,Front,2,55W SOX,Octagonal,UnderGround,226443.48,308933.16
TALLAGHT-OLDBAWN,Ard Macha,Front,3,55W SOX HF,Tubular Steel,UnderGround,226469.95,308931.82
TALLAGHT-OLDBAWN,Ard Macha,Front,4,55W SOXE,Tubular Steel,UnderGround,226612.49,308880.32
TALLAGHT-OLDBAWN,Ard Macha,Opposite,5,55W SOXE,Raising/Lowering,UnderGround,226624.88,308896.39
TALLAGHT-OLDBAWN,Ard Macha,Opposite,6,55W SOXE,Octagonal,UnderGround,226592.323,308909.354
TALLAGHT-OLDBAWN,Ard Macha,Opposite,7,55W SOX HF,Tubular Steel,UnderGround,226558.22,308921.53
TALLAGHT-OLDBAWN,Ard Macha,Opposite,8,55W SOX,Tubular Steel,UnderGround,226525.78,308934.41
TALLAGHT-OLDBAWN,Ard Macha,Opposite,9,55W SOXE,Tubular Steel,UnderGround,226494.83,308939.26
LUCAN-ESKER,Earlsfort Avenue,Cul De Sac,8,55W SOXE,Octagonal,UnderGround,233882.865,305580.091
CLONDALKIN VILLAGE,Kilcarberry Close,Opposite,1,55W SOXE,Octagonal,UnderGround,230941.174,305584.826
CLONDALKIN VILLAGE,Kilcarberry Close,Opposite,2,55W SOXE,Octagonal,UnderGround,230917.491,305595.656
CLONDALKIN VILLAGE,Kilcarberry Close,Side,3,55W SOXE,Octagonal,UnderGround,230919.921,305573.047
CLONDALKIN VILLAGE,Kilcarberry Close,Side,4,55W SOXE,Octagonal,UnderGround,230900.919,305547.84
CLONDALKIN VILLAGE,Kilcarberry Lawn,Opposite,1,55W SOXE,Octagonal,UnderGround,230974.307,305566.68
CLONDALKIN VILLAGE,Kilcarberry Lawn,Front,2,55W SOXE,Octagonal,UnderGround,230992.299,305541.473
CLONDALKIN VILLAGE,Kilcarberry Lawn,Front,3,55W SOXE,Octagonal,UnderGround,230981.348,305513.832
CLONDALKIN VILLAGE,Kilcarberry Lawn,Side,4,55W SOXE,Octagonal,UnderGround,230973.187,305488.32
CLONDALKIN VILLAGE,Kilcarberry Avenue,Front,2,55W SOXE,Octagonal,UnderGround,230958.746,305471.452
CLONDALKIN VILLAGE,Kilcarberry Avenue,Front,3,55W SOXE,Octagonal,UnderGround,230933.763,305492.824
CLONDALKIN VILLAGE,Kilcarberry Avenue,Front,4,55W SOXE,Octagonal,UnderGround,230907.72,305516.315
CLONDALKIN VILLAGE,Kilcarberry Avenue,Front,5,55W SOXE,Octagonal,UnderGround,230883.097,305538.982
CLONDALKIN VILLAGE,Kilcarberry Avenue,Front,6,55W SOXE,Octagonal,UnderGround,230861.265,305558.044
CLONDALKIN VILLAGE,Kilcarberry Avenue,T-Junction,13,55W SOXE,Octagonal,UnderGround,230889.548,305520.819
LUCAN-ESKER,Elm Way,Opposite,4,55W SOXE,Octagonal,UnderGround,233923.409,304364.334
LUCAN-ESKER,Elm Way,Front,5,55W SOXE,Octagonal,UnderGround,233970.975,304381.911
LUCAN-ESKER,Elm Way,Front,6,55W SOXE,Octagonal,UnderGround,233951.323,304376.954
LUCAN-ESKER,Elm Way,Side,7,55W SOXE,Octagonal,UnderGround,233920.929,304389.153
LUCAN-ESKER,Elm Way,Side,8,55W SOXE,Octagonal,UnderGround,233913.068,304414.797
LUCAN-ESKER,Elm Wood,n/a,1,55W SOXE,Octagonal,UnderGround,233903.757,304437.134
LUCAN-ESKER,Elm Wood,Front,2,55W SOXE,Octagonal,UnderGround,233877.084,304430.511
LUCAN-ESKER,Elm Wood,Front,3,55W SOXE,Octagonal,UnderGround,233851.851,304424.308
TALLAGHT-KILNAMANAGH,Elmcastle Court,Opposite,1,55W SOXE,Octagonal,UnderGround,229404.96,309803.41
TALLAGHT-KILNAMANAGH,Elmcastle Court,Front,2,55W SOXE,Octagonal,UnderGround,229387.71,309857.15
TALLAGHT-KILNAMANAGH,Elmcastle Court,Front,3,55W SOX,Octagonal,UnderGround,229419.71,309883.28
TALLAGHT-KILNAMANAGH,Elmcastle Court,Front,4,55W SOX,Octagonal,UnderGround,229344.61,309870.81
TALLAGHT-KILNAMANAGH,Elmcastle Court,Front,5,55W SOXE,Octagonal,UnderGround,229366.57,309838.23
TALLAGHT-KILNAMANAGH,Elmcastle Court,Front,6,55W SOX,Octagonal,UnderGround,229386.42,309815.71
TALLAGHT-KILNAMANAGH,Elmcastle Green,Side,1,55W SOX,Tubular Steel,UnderGround,229185.97,309677.94
TALLAGHT-KILNAMANAGH,Elmcastle Green,Front,2,55W SOX,Tubular Steel,UnderGround,229140.61,309651.31
TALLAGHT-KILNAMANAGH,Elmcastle Green,Front,3,55W SOX,Tubular Steel,UnderGround,229081.85,309700.55
TALLAGHT-KILNAMANAGH,Elmcastle Green,Front,4,55W SOX,Tubular Steel,UnderGround,229107.4,309669.35
TALLAGHT-KILNAMANAGH,Elmcastle Green,Front,5,55W SOXE,Tubular Steel,UnderGround,229199.65,309585.33
TALLAGHT-KILNAMANAGH,Elmcastle Green,Front,6,55W SOXE,Tubular Steel,UnderGround,229226.44,309573.77
TALLAGHT-KILNAMANAGH,Elmcastle Green,Front,7,55W SOX,Tubular Steel,UnderGround,229172.24,309622.97
TALLAGHT-KILNAMANAGH,Elmcastle Green,Side,8,55W SOX,Tubular Steel,UnderGround,229171.09,309645.61
TALLAGHT-KILNAMANAGH,Elmcastle Walk,Opposite,1,55W SOX HF,Tubular Steel,UnderGround,229349.094,309664.254
TALLAGHT-KILNAMANAGH,Elmcastle Walk,Opposite,2,55W SOX,Tubular Steel,UnderGround,229329.242,309682.177
TALLAGHT-KILNAMANAGH,Elmcastle Walk,Front,3,55W SOX,Tubular Steel,UnderGround,229276.856,309728.327
TALLAGHT-KILNAMANAGH,Elmcastle Walk,Front,4,55W SOXE,Tubular Steel,UnderGround,229223.33,309777.108
TALLAGHT-KILNAMANAGH,Elmcastle Walk,Front,5,55W SOXE,Tubular Steel,UnderGround,229193.317,309788.952
TALLAGHT-KILNAMANAGH,Elmcastle Walk,Opposite,6,55W SOX,Tubular Steel,UnderGround,229240.512,309749.641
TALLAGHT-KILNAMANAGH,Elmcastle Walk,Front,7,55W SOX,Tubular Steel,UnderGround,229292.078,309702.641
TALLAGHT-KILNAMANAGH,Elmcastle Drive,Front,1,55W SOX,Tubular Steel,UnderGround,229312.18,309704.98
TALLAGHT-KILNAMANAGH,Elmcastle Drive,Front,2,55W SOX,Tubular Steel,UnderGround,229331.69,309725.67
TALLAGHT-KILNAMANAGH,Elmcastle Drive,Front,3,55W SOXE,Octagonal,UnderGround,229354.84,309744.54
TALLAGHT-KILNAMANAGH,Elmcastle Drive,Front,4,55W SOX,Octagonal,UnderGround,229404.69,309777.47
TALLAGHT-KILNAMANAGH,Elmcastle Drive,Front,5,55W SOX,Octagonal,UnderGround,229460.92,309826.45
TALLAGHT-KILNAMANAGH,Elmcastle Drive,Front,6,55W SOX,Octagonal,UnderGround,229435.71,309809.56
TALLAGHT-KILNAMANAGH,Elmcastle Drive,Opposite,7,55W SOX,Octagonal,UnderGround,229372.95,309767.6
TALLAGHT-KILNAMANAGH,Elmcastle Close,Front,1,55W SOX,Octagonal,UnderGround,229339.89,309767.23
TALLAGHT-KILNAMANAGH,Elmcastle Close,Front,2,55W SOXE,Octagonal,UnderGround,229322.14,309789.57
TALLAGHT-KILNAMANAGH,Elmcastle Close,Front,3,55W SOX,Octagonal,UnderGround,229281.45,309840.19
TALLAGHT-KILNAMANAGH,Elmcastle Close,Front,4,55W SOXE,Octagonal,UnderGround,229297.16,309807.29
TALLAGHT-KILNAMANAGH,Elmcastle Park,Front,1,55W SOX,Tubular Steel,UnderGround,229139.671,309740.972
TALLAGHT-KILNAMANAGH,Elmcastle Park,Front,2,55W SOX,Tubular Steel,UnderGround,229161.703,309720.978
TALLAGHT-KILNAMANAGH,Elmcastle Park,Front,3,55W SOX,Tubular Steel,UnderGround,229216.339,309671.9
TALLAGHT-KILNAMANAGH,Elmcastle Park,Front,4,55W SOX,Tubular Steel,UnderGround,229270.876,309623.028
TALLAGHT-KILNAMANAGH,Elmcastle Park,Side,5,55W SOXE,Tubular Steel,UnderGround,229296.058,309604.981
TALLAGHT-KILNAMANAGH,Elmcastle Park,Corner,6,55W SOX,Tubular Steel,UnderGround,229322.981,309618.228
TALLAGHT-KILNAMANAGH,Elmcastle Park,T-Junction,7,55W SOX,Tubular Steel,UnderGround,229361.746,309648.351
TALLAGHT-KILNAMANAGH,Elmcastle Park,Opposite,8,55W SOXE,Tubular Steel,UnderGround,229413.862,309687.159
TALLAGHT-KILNAMANAGH,Elmcastle Park,Opposite,9,55W SOX,Tubular Steel,UnderGround,229473.298,309730.867
TALLAGHT-KILNAMANAGH,Elmcastle Park,Front,10,55W SOX,Tubular Steel,UnderGround,229527.244,309776.637
TALLAGHT-KILNAMANAGH,Elmcastle Park,Front,11,55W SOXE,Tubular Steel,UnderGround,229497.011,309759.2
TALLAGHT-KILNAMANAGH,Elmcastle Park,Front,12,55W SOX,Tubular Steel,UnderGround,229438.565,309716.21
TALLAGHT-KILNAMANAGH,Elmcastle Park,Front,13,55W SOX,Tubular Steel,UnderGround,229379.668,309672.609
TALLAGHT-KILNAMANAGH,Elmcastle Park,Front,14,55W SOX,Tubular Steel,UnderGround,229252.734,309651.856
TALLAGHT-KILNAMANAGH,Elmcastle Park,Front,15,55W SOX,Tubular Steel,UnderGround,229198.077,309701.14
TALLAGHT-KILNAMANAGH,Birchview Court,Front,1,55W SOX,Tubular Steel,UnderGround,228915.87,309575.52
TALLAGHT-KILNAMANAGH,Birchview Court,Front,2,55W SOX,Tubular Steel,UnderGround,228943.77,309544.73
TALLAGHT-KILNAMANAGH,Birchview Heights,Front,1,55W SOXE,Octagonal,UnderGround,228947.989,309631.343
TALLAGHT-KILNAMANAGH,Birchview Heights,Front,2,55W SOXE,Octagonal,UnderGround,228905.184,309599.38
TALLAGHT-KILNAMANAGH,Birchview Heights,Front,3,55W SOX,Octagonal,UnderGround,228842.117,309568.606
TALLAGHT-KILNAMANAGH,Birchview Heights,Front,4,55W SOXE,Octagonal,UnderGround,228860.399,309506.496
TALLAGHT-KILNAMANAGH,Birchview Heights,Front,5,55W SOX,Octagonal,UnderGround,228856.189,309546.08
TALLAGHT-KILNAMANAGH,Birchview Heights,Opposite,6,55W SOX,Octagonal,UnderGround,228880.662,309574.058
TALLAGHT-KILNAMANAGH,Birchview Heights,Opposite,7,55W SOX,Octagonal,UnderGround,228939.648,309612.38
TALLAGHT-KILNAMANAGH,Birchview Drive,Front,1,55W SOX,Tubular Steel,UnderGround,228993.284,309615.63
TALLAGHT-KILNAMANAGH,Birchview Drive,Front,2,55W SOXE,Tubular Steel,UnderGround,228966.031,309640.993
TALLAGHT-KILNAMANAGH,Birchview Drive,Front,3,55W SOX,Tubular Steel,UnderGround,228910.525,309691.63
TALLAGHT-KILNAMANAGH,Birchview Drive,Front,4,55W SOXE,Tubular Steel,UnderGround,228841.157,309724.829
TALLAGHT-KILNAMANAGH,Birchview Drive,T-Junction,5,55W SOX,Tubular Steel,UnderGround,228876.121,309710.23
