AreaName,PostalStreetName,Location,UnitNumber,ComponentDescription,ColumnName,Network,Northing,Easting
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,17,55W SOXE,Octagonal,UnderGround,228684.53,314733.236
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,18,55W SOX,Octagonal,UnderGround,228637.714,314707.691
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,19,55W SOXE,Octagonal,UnderGround,228624.213,314734.49
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,20,55W SOX,Octagonal,UnderGround,228610.201,314753.37
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,21,55W SOXE,Octagonal,UnderGround,228658.977,314786.809
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,22,55W SOX HF,Octagonal,UnderGround,228713.793,314820.305
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,23,55W SOX,Octagonal,UnderGround,228685.11,314808.131
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,24,55W SOXE,Octagonal,UnderGround,228610.251,314774.04
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,25,55W SOX,Octagonal,UnderGround,228592.619,314758.789
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,26,55W SOXE,Octagonal,UnderGround,228576.137,314735.653
RATHFARNHAM VILLAGE,Rathfarnham Wood,Front,28,55W SOX,Octagonal,UnderGround,228555.435,314708.26
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Entrance,1,55W SOXE,Octagonal,UnderGround,228384.676,314579.371
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Opposite,2,55W SOX HF,Octagonal,UnderGround,228394.907,314514.292
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,3,55W SOX,Octagonal,UnderGround,228370.284,314434.357
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,4,55W SOX,Octagonal,UnderGround,228408.309,314460.331
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Side,5,55W SOX,Octagonal,UnderGround,228438.132,314450.012
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,6,55W SOXE,Octagonal,UnderGround,228492.038,314395.68
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Opposite,7,55W SOX,Octagonal,UnderGround,228491.118,314362.019
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,8,55W SOX,Octagonal,UnderGround,228443.402,314354.496
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,9,55W SOXE,Octagonal,UnderGround,228421.38,314383.11
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,10,55W SOXE,Octagonal,UnderGround,228391.287,314372.75
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,11,55W SOXE,Octagonal,UnderGround,228367.194,314342.52
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,12,55W SOXE,Octagonal,UnderGround,228354.852,314329.339
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,13,55W SOX,Octagonal,UnderGround,228321.419,314314.599
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,14,55W SOXE,Octagonal,UnderGround,228376.955,314322.88
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,15,55W SOX,Octagonal,UnderGround,228404.318,314326.551
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,16,55W SOX,Octagonal,UnderGround,228443.472,314334.016
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,17,55W SOX,Octagonal,UnderGround,228465.935,314342.751
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,18,55W SOX,Octagonal,UnderGround,228513.02,314360.559
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Opposite,19,55W SOX,Octagonal,UnderGround,228537.273,314382.92
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,20,55W SOXE,Octagonal,UnderGround,228512.72,314375.777
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,21,55W SOX,Octagonal,UnderGround,228472.776,314428.303
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Gable,22,55W SOXE,Octagonal,UnderGround,228421.54,314477.76
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,23,55W SOX,Octagonal,UnderGround,228411.839,314514.671
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,24,55W SOXE,Octagonal,UnderGround,228437.172,314526.013
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Front,25,55W SOX,Octagonal,UnderGround,228480.297,314574.472
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Opposite,26,55W SOXE,Octagonal,UnderGround,228503.179,314604.661
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Opposite,27,55W SOXE,Octagonal,UnderGround,228456.384,314561.101
RATHFARNHAM-St. ENDA'S,Beaufort Downs,Entrance,28,55W SOX,Octagonal,UnderGround,228397.627,314548.498
RATHFARNHAM-St. ENDA'S,Willbrook Lawn,Opposite,1,150W,Tubular Steel,UnderGround,228085.472,314266.288
RATHFARNHAM-St. ENDA'S,Willbrook Lawn,Front,2,55W SOX,Tubular Steel,UnderGround,228055.699,314232.38
RATHFARNHAM-St. ENDA'S,Willbrook Lawn,Front,3,55W SOX,Tubular Steel,UnderGround,227937.455,314245.956
RATHFARNHAM-St. ENDA'S,Willbrook Lawn,CulDeSac,4,55W SOX,Tubular Steel,UnderGround,227909.852,314250.501
RATHFARNHAM-St. ENDA'S,Willbrook Lawn,Front,5,55W SOX,Tubular Steel,UnderGround,227960.218,314229.212
RATHFARNHAM-St. ENDA'S,Willbrook Lawn,Front,6,55W SOXE,Tubular Steel,UnderGround,227999.072,314224.131
RATHFARNHAM-St. ENDA'S,Willbrook Lawn,Front,7,55W SOX HF,Tubular Steel,UnderGround,228026.686,314224.676
RATHFARNHAM-St. ENDA'S,Willbrook Lawn,Front,8,55W SOXE,Tubular Steel,UnderGround,228080.002,314223.801
RATHFARNHAM-St. ENDA'S,Willbrook Lawn,Front,9,55W SOXE,Tubular Steel,UnderGround,228089.083,314240.331
TEMPLEOGUE-OSPREY,Osprey Road,R/about,1,90W SOX,Tubular Steel,UnderGround,229067.36,311692.11
TEMPLEOGUE-OSPREY,Osprey Road,G.Space,2,90W SOX,Tubular Steel,UnderGround,229074.59,311654.25
TEMPLEOGUE-OSPREY,Osprey Road,T.Junc,3,90W SOX,Tubular Steel,UnderGround,229100.51,311629.7
TEMPLEOGUE-OSPREY,Osprey Road,G.Space,4,90W SOX,Tubular Steel,UnderGround,229103.76,311597.41
TEMPLEOGUE-OSPREY,Osprey Road,G.Space,5,100 W SON stnd gear,Tubular Steel,UnderGround,229124.65,311576.45
TEMPLEOGUE-OSPREY,Osprey Road,T. Junc,6,90W SOX,Tubular Steel,UnderGround,229130.18,311536.71
TEMPLEOGUE-OSPREY,Osprey Road,G.Space,7,90W SOX,Octagonal,UnderGround,229141.14,311510.3
TEMPLEOGUE-OSPREY,Osprey Road,T.Junc,8,90W SOX,Tubular Steel,UnderGround,229160.8,311489.57
TEMPLEOGUE-OSPREY,Osprey Road,G.Space,9,90W SOX,Tubular Steel,UnderGround,229160.12,311460.57
TEMPLEOGUE-OSPREY,Osprey Road,Corner,10,90W SOX,Tubular Steel,UnderGround,229181.47,311430.8
TEMPLEOGUE-OSPREY,Osprey Road,T. Junc,11,90W SOX,Tubular Steel,UnderGround,229183.79,311397
TEMPLEOGUE-OSPREY,Osprey Road,T.Junc,12,90W SOX,Tubular Steel,UnderGround,229204.98,311374.76
TEMPLEOGUE-OSPREY,Osprey Road,T. Junc,13,90W SOX,Tubular Steel,UnderGround,229218.3,311348.78
TEMPLEOGUE-ORWELL,Glendown Road,Shops,1,55W SOXE,Octagonal,UnderGround,228988.134,311997.291
TEMPLEOGUE-ORWELL,Glendown Road,G. Space,2,55W SOXE,Octagonal,UnderGround,229026.478,312004.591
TEMPLEOGUE-ORWELL,Glendown Road,G. Space,3,55W SOX,Octagonal,UnderGround,229056.381,312021.03
TEMPLEOGUE-ORWELL,Glendown Road,G. Space,4,55W SOXE,Octagonal,UnderGround,229080.774,312040.521
TEMPLEOGUE-ORWELL,Glendown Road,T. Junc,5,55W SOXE,Octagonal,UnderGround,229101.447,312063.039
TEMPLEOGUE-ORWELL,Glendown Road,M.Road,6,55W SOX,Octagonal,UnderGround,229113.548,312094.712
TEMPLEOGUE-ORWELL,Glendown Road,M. Road,7,55W SOX,Octagonal,UnderGround,229137.921,312127.021
TEMPLEOGUE-ORWELL,Glendown Road,T-Junction,8,55W SOX,Octagonal,UnderGround,229164.114,312152.005
TEMPLEOGUE-ORWELL,Glendown Road,M. Road,9,55W SOX,Octagonal,UnderGround,229187.856,312172.651
TEMPLEOGUE-ORWELL,Glendown Road,M.Road,10,55W SOXE,Octagonal,UnderGround,229222.01,312194.6
TEMPLEOGUE-ORWELL,Glendown Road,M.Road,11,250W SON,Tubular Steel,UnderGround,229273.216,312223.263
TEMPLEOGUE-CYPRESS,Orwell Road,School,12,55W SOX,Octagonal,UnderGround,228915.266,312165.467
TEMPLEOGUE-ORWELL,Orwell Road,School,13,55W SOX,Octagonal,UnderGround,228913.725,312199.59
TEMPLEOGUE-CYPRESS,Orwell Road,School,14,55W SOXE,Octagonal,UnderGround,228887.222,312236.361
TEMPLEOGUE-ORWELL,Orwell Road,School,15,55W SOXE,Octagonal,UnderGround,228890.903,312260.348
TEMPLEOGUE-CYPRESS,Orwell Road,School,16,90W SOX,Octagonal,UnderGround,228874.151,312273.149
FIRHOUSE-KNOCKLYON,Knocklyon Road,Opposite,21,135W SOX,Octagonal,UnderGround,227288.982,312647.014
FIRHOUSE-KNOCKLYON,Westbourne Lodge,Gable,1,55W SOXE,Tubular Steel,UnderGround,227739.24,312380.49
FIRHOUSE-KNOCKLYON,Westbourne Lodge,Gable,2,55W SOX,Tubular Steel,UnderGround,227733.32,312351.55
FIRHOUSE-KNOCKLYON,Westbourne Lodge,Front,3,55W SOX HF,Tubular Steel,UnderGround,227700.74,312334.57
FIRHOUSE-KNOCKLYON,Westbourne Lodge,CulDeSac,4,55W SOXE,Tubular Steel,UnderGround,227620.3,312345.74
FIRHOUSE-KNOCKLYON,Westbourne Lodge,Front,5,55W SOX,Tubular Steel,UnderGround,227653.24,312335.62
FIRHOUSE-KNOCKLYON,Westbourne Lodge,Gable,6,55W SOX,Tubular Steel,UnderGround,227683.07,312297.76
FIRHOUSE-KNOCKLYON,Westbourne Lodge,Front,7,55W SOX,Tubular Steel,UnderGround,227643.5,312271.94
FIRHOUSE-KNOCKLYON,Westbourne Lodge,CulDeSac,8,55W SOX,Tubular Steel,UnderGround,227610.48,312274.12
FIRHOUSE-KNOCKLYON,Westbourne Lodge,Front,9,55W SOXE,Tubular Steel,UnderGround,227634.04,312238.94
FIRHOUSE-KNOCKLYON,Westbourne Lodge,Front,10,55W SOXE,Tubular Steel,UnderGround,227628.41,312198.58
FIRHOUSE-KNOCKLYON,Westbourne Lodge,Front,11,55W SOX,Tubular Steel,UnderGround,227624.6,312173.98
FIRHOUSE-KNOCKLYON,Westbourne Lodge,Front,12,55W SOX,Tubular Steel,UnderGround,227618.3,312132.97
TEMPLEOGUE-ORWELL,Glendown Road,T. Junc,12,55W SOX,Tubular Steel,UnderGround,229298.129,312235.8
TEMPLEOGUE-ORWELL,Glendown Road,M. Road,13,55W SOX,Tubular Steel,UnderGround,229328.562,312251.843
TEMPLEOGUE-ORWELL,Glendown Road,M. Road,14,55W SOXE,Tubular Steel,UnderGround,229359.666,312268.307
TEMPLEOGUE-ORWELL,Glendown Road,M. Road,15,55W SOX,Tubular Steel,UnderGround,229393.169,312272.58
TEMPLEOGUE-ORWELL,Glendown Road,T. Junc,16,55W SOX,Tubular Steel,UnderGround,229424.863,312289.637
TEMPLEOGUE-ORWELL,Glendown Road,M. Road,17,55W SOXE,Tubular Steel,UnderGround,229445.565,312313.36
TEMPLEOGUE-ORWELL,Glendown Road,T. Junc,18,55W SOX,Tubular Steel,UnderGround,229473.518,312327.976
TEMPLEOGUE-ORWELL,Glendown Road,M. Road,19,55W SOXE,Tubular Steel,UnderGround,229500.401,312329.807
TEMPLEOGUE-ORWELL,Glendown Close,Front,1,55W SOXE,Tubular Steel,UnderGround,229540.8,312211.55
TEMPLEOGUE-ORWELL,Glendown Close,Front,2,55W SOX,Tubular Steel,UnderGround,229586.69,312235.68
TEMPLEOGUE-ORWELL,Glendown Close,Front,3,55W SOX,Tubular Steel,UnderGround,229552.32,312227.89
TEMPLEOGUE-ORWELL,Domville Road,Front,1,55W SOX,Octagonal,UnderGround,228906.155,312289.555
TEMPLEOGUE-ORWELL,Domville Road,Front,2,55W SOXE,Octagonal,UnderGround,228933.498,312297.96
TEMPLEOGUE-ORWELL,Domville Road,Front,3,55W SOX,Octagonal,UnderGround,228993.164,312313.822
TEMPLEOGUE-CYPRESS,Domville Road,Front,4,55W SOX,Octagonal,UnderGround,228960.961,312315.117
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,1,55W SOX,Octagonal,UnderGround,228865.63,312321.781
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,2,55W SOX,Octagonal,UnderGround,228846.468,312359.501
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,3,55W SOX,Tubular Steel,UnderGround,228834.076,312381.351
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,4,55W SOX,Tubular Steel,UnderGround,228815.134,312427.682
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,5,55W SOX,Tubular Steel,UnderGround,228779.18,312474.879
TEMPLEOGUE-CYPRESS,Templeogue Wood,Side,6,55W SOX,Tubular Steel,UnderGround,228719.554,312510.042
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,7,55W SOX,Tubular Steel,UnderGround,228688.86,312492.621
TEMPLEOGUE-CYPRESS,Templeogue Wood,Cul De Sac,8,55W SOX,Tubular Steel,UnderGround,228608.321,312565.759
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,9,55W SOX,Tubular Steel,UnderGround,228631.324,312535.999
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,10,55W SOX,Tubular Steel,UnderGround,228656.116,312511.213
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,11,55W SOX,Octagonal,UnderGround,228649.966,312429.777
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,12,55W SOX,Octagonal,UnderGround,228620.712,312454.283
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,13,55W SOX,Octagonal,UnderGround,228597.47,312474.038
TEMPLEOGUE-CYPRESS,Templeogue Wood,Cul De Sac,14,55W SOXE,Octagonal,UnderGround,228564.126,312495.83
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,15,55W SOX,Octagonal,UnderGround,228578.568,312451.866
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,16,55W SOX,Octagonal,UnderGround,228559.416,312418.84
TEMPLEOGUE-CYPRESS,Templeogue Wood,Cul De Sac,17,55W SOXE,Octagonal,UnderGround,228542.524,312381.961
TEMPLEOGUE-CYPRESS,Templeogue Wood,Cul De Sac,18,55W SOXE,Octagonal,UnderGround,228620.182,312370.447
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,19,55W SOX,Octagonal,UnderGround,228638.414,312383.421
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,20,55W SOXE,Octagonal,UnderGround,228662.677,312412.068
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,21,55W SOX,Octagonal,UnderGround,228685.06,312439.823
TEMPLEOGUE-CYPRESS,Templeogue Wood,T.Junc,22,55W SOX,Tubular Steel,UnderGround,228708.712,312475.209
TEMPLEOGUE-CYPRESS,Templeogue Wood,Pathway,23,55W SOX,Tubular Steel,UnderGround,228732.595,312454.58
TEMPLEOGUE-CYPRESS,Templeogue Wood,Pathway,24,55W SOXE,Tubular Steel,UnderGround,228763.238,312427.443
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,25,55W SOXE,Tubular Steel,UnderGround,228736.936,312501.488
TEMPLEOGUE-CYPRESS,Templeogue Wood,Opposite,26,55W SOXE,Tubular Steel,UnderGround,228795.122,312443.032
TEMPLEOGUE-CYPRESS,Templeogue Wood,Opposite,27,55W SOX,Tubular Steel,UnderGround,228792.512,312407.597
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,28,55W SOXE,Octagonal,UnderGround,228732.825,312360.45
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,29,55W SOX,Octagonal,UnderGround,228680.299,312318.812
TEMPLEOGUE-CYPRESS,Templeogue Wood,Front,30,55W SOX,Octagonal,UnderGround,228711.353,312336.818
EDMONDSTOWN,Moyville,Entrance,1,55W SOXE,Octagonal,UnderGround,226827.851,313632.271
EDMONDSTOWN,Moyville,Front,3,55W SOX,Octagonal,UnderGround,226782.805,313765.061
EDMONDSTOWN,Moyville,Front,6,55W SOXE,Octagonal,UnderGround,226808.318,313942.871
EDMONDSTOWN,Moyville,Front,8,55W SOX,Octagonal,UnderGround,226770.644,313950.179
EDMONDSTOWN,Moyville,Front,11,55W SOX,Octagonal,UnderGround,226671.993,313944.727
EDMONDSTOWN,Moyville,Front,12,55W SOXE,Octagonal,UnderGround,226693.895,313925.26
EDMONDSTOWN,Moyville,Front,13,55W SOXE,Octagonal,UnderGround,226698.196,313856.832
EDMONDSTOWN,Moyville,Opposite,14,55W SOXE,Octagonal,UnderGround,226702.046,313802.047
EDMONDSTOWN,Moyville,Front,15,55W SOX,Octagonal,UnderGround,226708.457,313826.561
EDMONDSTOWN,Moyville,Front,16,55W SOX,Octagonal,UnderGround,226704.887,313895.971
EDMONDSTOWN,Moyville,Opposite,17,55W SOX,Octagonal,UnderGround,226717.588,313938.631
EDMONDSTOWN,Moyville,Gable,18,55W SOX,Octagonal,UnderGround,226748.692,313939.827
EDMONDSTOWN,Moyville,Front,19,55W SOX,Octagonal,UnderGround,226765.123,313924.031
EDMONDSTOWN,Moyville,Front,27,55W SOXE,Octagonal,UnderGround,226604.305,313945.353
EDMONDSTOWN,Moyville,Front,28,55W SOXE,Octagonal,UnderGround,226555.05,313942.862
EDMONDSTOWN,Moyville,Front,29,55W SOX,Octagonal,UnderGround,226506.244,313941.089
EDMONDSTOWN,Moyville,Front,30,55W SOXE,Octagonal,UnderGround,226553.17,313915.47
EDMONDSTOWN,Moyville,Front,31,55W SOX,Octagonal,UnderGround,226558.05,313821.669
EDMONDSTOWN,Moyville,Front,32,55W SOX HF,Octagonal,UnderGround,226565.421,313850.316
EDMONDSTOWN,Moyville,Front,33,55W SOXE,Octagonal,UnderGround,226563.561,313889.273
EDMONDSTOWN,Moyville,Gable,34,55W SOX,Octagonal,UnderGround,226579.363,313935.612
EDMONDSTOWN,Moyville,Front,35,55W SOXE,Octagonal,UnderGround,226624.418,313906.372
EDMONDSTOWN,Moyville,Front,36,55W SOX,Octagonal,UnderGround,226627.478,313843.643
EDMONDSTOWN,Moyville,Front,37,55W SOX,Octagonal,UnderGround,226632.939,313806.468
EDMONDSTOWN,Moyville,Front,38,55W SOX,Octagonal,UnderGround,226583.603,313777.219
EDMONDSTOWN,Moyville,Front,39,55W SOXE,Octagonal,UnderGround,226498.994,313791.25
EDMONDSTOWN,Moyville,Front,40,55W SOXE,Octagonal,UnderGround,226497.093,313830.239
EDMONDSTOWN,Moyville,Side,42,55W SOX,Raising/Lowering,UnderGround,226495.933,313854.58
EDMONDSTOWN,Moyville,Front,43,55W SOX,Octagonal,UnderGround,226497.133,313760.203
EDMONDSTOWN,Moyville,Front,44,55W SOX,Octagonal,UnderGround,226522.676,313762.587
EDMONDSTOWN,Moyville,Front,45,55W SOX,Octagonal,UnderGround,226556.27,313765.663
EDMONDSTOWN,Moyville,Front,46,55W SOX,Octagonal,UnderGround,226623.248,313773.598
EDMONDSTOWN,Moyville,Gable,47,55W SOX,Octagonal,UnderGround,226657.311,313772.988
EDMONDSTOWN,Moyville,Front,48,55W SOXE,Octagonal,UnderGround,226678.074,313761.423
EDMONDSTOWN,Moyville,Front,49,55W SOX,Octagonal,UnderGround,226702.986,313755.881
EDMONDSTOWN,Moyville,Front,50,55W SOXE,Octagonal,UnderGround,226735.31,313757.118
EDMONDSTOWN,Moyville,Opposite,51,55W SOX,Octagonal,UnderGround,226774.855,313744.358
EDMONDSTOWN,Moyville,Entrance,52,55W SOX,Folded Steel,UnderGround,226779.795,313709.022
EDMONDSTOWN,Glenmore Court,Front,1,55W SOX,Folded Steel,UnderGround,226880.336,314096.15
EDMONDSTOWN,Glenmore Court,School,2,55W SOX,Folded Steel,UnderGround,226825.54,314108.407
EDMONDSTOWN,Glenmore Court,Side,3,55W SOXE,Folded Steel,UnderGround,226758.203,314113.826
EDMONDSTOWN,Glenmore Court,Opposite,4,55W SOX HF,Folded Steel,UnderGround,226764.103,314081.517
EDMONDSTOWN,Glenmore Court,Front,5,55W SOX,Octagonal,UnderGround,226791.486,314104.819
EDMONDSTOWN,Glenmore Court,Side,6,55W SOXE,Octagonal,UnderGround,226821.14,314092.042
EDMONDSTOWN,Glenmore Court,Front,8,55W SOX HF,Octagonal,UnderGround,226822.38,314050.899
EDMONDSTOWN,Glenmore Court,Front,9,55W SOX,Octagonal,UnderGround,226833.421,314023.746
EDMONDSTOWN,Glenmore Court,Opposite,10,55W SOX,Octagonal,UnderGround,226863.285,314090.764
EDMONDSTOWN,Glenmore Park,Entrance,1,55W SOXE,Octagonal,UnderGround,226841.162,314328.63
EDMONDSTOWN,Glenmore Park,Gable,2,55W SOXE,Tubular Steel,UnderGround,226789.346,314317.659
EDMONDSTOWN,Glenmore Park,Front,3,55W SOX,Tubular Steel,UnderGround,226785.646,314376.742
EDMONDSTOWN,Glenmore Park,Laneway,4,55W SOXE,Raising/Lowering,UnderGround,226754.052,314363.347
EDMONDSTOWN,Glenmore Park,Front,5,55W SOX,Tubular Steel,UnderGround,226783.276,314352.368
EDMONDSTOWN,Glenmore Park,Front,6,55W SOX,Tubular Steel,UnderGround,226742.491,314299.439
EDMONDSTOWN,Glenmore Park,Gable,7,55W SOX HF,Tubular Steel,UnderGround,226711.407,314307.918
EDMONDSTOWN,Glenmore Park,Front,8,55W SOX,Tubular Steel,UnderGround,226720.528,314363.363
EDMONDSTOWN,Glenmore Park,Front,9,55W SOX,Tubular Steel,UnderGround,226729.679,314391.96
EDMONDSTOWN,Glenmore Park,Front,10,55W SOX,Tubular Steel,UnderGround,226701.086,314360.287
EDMONDSTOWN,Glenmore Park,Front,11,55W SOX,Tubular Steel,UnderGround,226660.792,314365.186
EDMONDSTOWN,Glenmore Park,Opposite,12,55W SOX,Tubular Steel,UnderGround,226704.637,314336.581
EDMONDSTOWN,Glenmore Park,Laneway,13,55W SOX,Raising/Lowering,UnderGround,226662.612,314324.976
EDMONDSTOWN,Glenmore Park,Front,14,55W SOX,Tubular Steel,UnderGround,226676.734,314291.471
EDMONDSTOWN,Glenmore Park,Opposite,15,55W SOXE,Tubular Steel,UnderGround,226648.71,314283.61
EDMONDSTOWN,Glenmore Park,Laneway,16,55W SOX,Raising/Lowering,UnderGround,226703.507,314252.53
EDMONDSTOWN,Glenmore Park,Front,17,55W SOX,Tubular Steel,UnderGround,226712.628,314284.806
EDMONDSTOWN,Glenmore Park,Laneway,18,55W SOX HF,Raising/Lowering,UnderGround,226760.773,314258.626
EDMONDSTOWN,Glenmore Park,Front,19,55W SOX,Tubular Steel,UnderGround,226781.385,314292.098
EDMONDSTOWN,Glenmore Park,Front,20,55W SOXE,Tubular Steel,UnderGround,226809.408,314295.158
EDMONDSTOWN,Glenmore Park,Laneway,21,55W SOXE,Raising/Lowering,UnderGround,226818.62,314265.917
EDMONDSTOWN,Glenmore Park,Front,22,55W SOX,Octagonal,UnderGround,226836.261,314309.741
BALLYBODEN,Knocklyon Road,Main Road,31,55W SOXE,Tubular Steel,UnderGround,227049.766,312401.642
RATHFARNHAM VILLAGE,The Woodlands-Lakelands,Opposite,1,55W SOX,Tubular Steel,UnderGround,228877.16,314665.03
RATHFARNHAM VILLAGE,The Woodlands-Lakelands,Front,2,55W SOXE,Tubular Steel,UnderGround,228845.568,314663.207
RATHFARNHAM VILLAGE,The Woodlands-Lakelands,Front,3,55W SOX,Tubular Steel,UnderGround,228785.28,314682.45
RATHFARNHAM VILLAGE,The Woodlands-Lakelands,Opposite,4,55W SOXE,Tubular Steel,UnderGround,228800.79,314670.07
FIRHOUSE-KNOCKLYON,Coolamber Park,Front,34,55W SOXE,Octagonal,UnderGround,227679.726,312514.991
FIRHOUSE-BALLYCULLEN,Orlagh Park,Opposite,12,55W SOX,Tubular Steel,UnderGround,226665.292,312004.261
RATHFARNHAM VILLAGE,The Woodlands-Lakelands,Side,5,55W SOXE,Tubular Steel,UnderGround,228807.57,314655.43
RATHFARNHAM VILLAGE,The Woodlands-Lakelands,Side,6,55W SOX,Tubular Steel,UnderGround,228779.34,314629.63
RATHFARNHAM VILLAGE,The Woodlands-Lakelands,Front,7,55W SOXE,Tubular Steel,UnderGround,228757.06,314615.43
FIRHOUSE-BALLYCULLEN,Orlagh Park,Front,11,55W SOX,Tubular Steel,UnderGround,226700.726,311996.417
FIRHOUSE-BALLYCULLEN,Orlagh Park,Front,10,55W SOX,Tubular Steel,UnderGround,226735.29,311983.929
FIRHOUSE-BALLYCULLEN,Orlagh Park,Front,13,55W SOX,Tubular Steel,UnderGround,226757.823,311967.061
FIRHOUSE-BALLYCULLEN,Orlagh Park,Front,14,55W SOXE,Tubular Steel,UnderGround,226778.145,312002.95
FIRHOUSE-BALLYCULLEN,Orlagh Park,Front,15,55W SOX,Tubular Steel,UnderGround,226794.197,312032.388
FIRHOUSE-BALLYCULLEN,Orlagh Park,Opposite,9,55W SOXE,Tubular Steel,UnderGround,226692.015,312071.287
FIRHOUSE-BALLYCULLEN,Orlagh Park,Front,8,55W SOX,Tubular Steel,UnderGround,226728.879,312062.222
FIRHOUSE-KNOCKLYON,Coolamber Park,Front,36,55W SOXE,Octagonal,UnderGround,227705.469,312539.727
RATHFARNHAM VILLAGE,The Greenlands,Front,1,55W SOX,Tubular Steel,UnderGround,228782.241,314754.244
RATHFARNHAM VILLAGE,The Greenlands,Front,2,55W SOX,Tubular Steel,UnderGround,228762.044,314750.062
RATHFARNHAM VILLAGE,The Greenlands,Front,3,55W SOX,Octagonal,UnderGround,228821.055,314746.994
FIRHOUSE-KNOCKLYON,Coolamber Park,Front,37,55W SOXE,Octagonal,UnderGround,227721.451,312570.106
FIRHOUSE-KNOCKLYON,Knockaire,Front,6,55W SOXE,Octagonal,UnderGround,227082.699,312389.113
FIRHOUSE-BALLYCULLEN,Orlagh Park,Front,7,55W SOX,Tubular Steel,UnderGround,226759.563,312050.551
FIRHOUSE-BALLYCULLEN,Orlagh Park,Opposite,6,55W SOX,Tubular Steel,UnderGround,226797.587,312067.881
FIRHOUSE-KNOCKLYON,Mount Alton,Front,14,55W SOX,Octagonal,UnderGround,227272.07,311986.73
RATHFARNHAM-BUTTERFIELD,Butterfield Court,Front,1,55W SOXE,Octagonal,UnderGround,228642.705,314179.293
RATHFARNHAM-BUTTERFIELD,Butterfield Court,Front,2,55W SOX,Octagonal,UnderGround,228651.196,314147.999
RATHFARNHAM-BUTTERFIELD,Butterfield Court,Front,3,55W SOX,Octagonal,UnderGround,228659.027,314112.259
BALLYBODEN,Ballyroan Court,Front,1,55W SOX,Octagonal,UnderGround,227864.08,312811.03
BALLYBODEN,Ballyroan Court,Front,2,55W SOX,Octagonal,UnderGround,227841.7,312796.82
